"","fte_pollster_name","pollster","id","type","date","confidenceInterval","sampleSize","marginError","partisan","spread.name","spread.affiliation","spread.value","spread.color","updated","link","data_start_date","data_end_date","pollster_type","name","affiliation","value","color","Biden","Sanders","Gabbard","Warren","Bloomberg","Buttigieg","Klobuchar","Harris","O'Rourke","Yang","Booker","Steyer","Bennet","Patrick","Delaney","Castro","Williamson","Bullock","Sestak","Messam","Ryan","de Blasio","Gillibrand","Inslee","Hickenlooper","Moulton","Swalwell","Gravel","Brown","Holder","Clinton","McAuliffe","Pollster.Rating.ID","X..of.Polls","NCPP...AAPOR...Roper","Live.Caller.With.Cellphones","Methodology","Banned.by.538","Historical.Advanced.Plus.Minus","Predictive....Plus.Minus","X538.Grade","Mean.Reverted.Bias","Races.Called.Correctly","Misses.Outside.MOE","Simple.Average.Error","Simple.Expected.Error","Simple.Plus.Minus","Advanced.Plus.Minus","Mean.Reverted.Advanced.Plus.Minus","Predictive.Plus.Minus","X..of.Polls.for.Bias.Analysis","Bias","Mean.Reverted.Bias.1","House.Effect","Average.Distance.from.Polling.Average..ADPA.","Herding.Penalty"
"236","YouGov","Economist/YouGov","122692","poll","7/7 - 7/9","","539 RV","","",Biden,,+4.0,#009900,2019-07-10 09:27:14,"https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/al25duedar/econTabReport.pdf",2019-07-07,2019-07-09,"1","Biden","","+4.0","#009900",22.0,12, 3,18.0,NA, 6, 1.0,15, 1, 1.0, 2,NA, 0.0,NA, 0, 2.0, 0, 1,NA, 0, 0, 1.0, 0, 1, 1.0, 0, 0, 0.0,NA,NA,NA,NA,391,395,"no","no","Online","no",-0.1, 0.4,"B-","D +0.4","89%","30%",5.0,5.1, 0.0,-0.1,-0.1, 0.4,347,"D +0.4","D +0.4","D +0.3",4.6,0.00
"32","Emerson College","Emerson","122681","poll","7/6 - 7/8","","481 RV","4.4","",Biden,,+15.0,#009900,2019-07-09 08:44:23,"https://emersonpolling.reportablenews.com/pr/july-national-poll-biden-extends-lead-in-democratic-primary-trump-closes-the-gap-in-the-general-election",2019-07-06,2019-07-08,"1","Biden","","+15.0","#009900",30.0,15, 2,15.0,NA, 5, 1.0,15, 4, 3.0, 2,NA, 1.0,NA, 0, 0.0, 0, 1,NA, 0, 0, 0.0, 0, 1, 0.0,NA, 1, 1.0,NA,NA,NA,NA, 88,142,"yes","no","IVR/Online","no",-1.1,-0.5,"A-","R +0.0","81%","18%",5.0,6.1,-0.9,-1.1,-1.0,-0.5,113,"R +0.0","R +0.0","R +1.4",4.8,0.23
"97","Morning Consult","Politico/Morning Consult","122680","poll","7/1 - 7/7","","16599 RV","","",Biden,,+12.0,#009900,2019-07-09 08:10:02,"https://morningconsult.com/wp-content/uploads/2019/07/Political-Intelligence-7.8.19-FINAL.pdf",2019-07-01,2019-07-07,"1","Biden","","+12.0","#009900",31.0,19, 1,13.0,NA, 6, 1.0,14, 3, 1.0, 2,NA, 0.0,NA, 1, 1.0, 1, 1,NA,NA, 1, 1.0, 1, 0, 1.0, 0,NA,NA,NA,NA,NA,NA,218, 12,"no","no","Online","no", 0.2, 1.0,"B/C°","D +0.2","75%","25%",3.0,3.5,-0.4, 0.2, 0.1, 1.0, 12,"D +0.6","D +0.2","R +0.6",3.6,0.00
"73","Ipsos","Reuters/Ipsos","123291","poll","6/28 - 7/2",""," RV","","",Biden,,+7.0,#009900,2019-08-21 09:27:08,"https://www.realclearpolitics.com/docs/2019/Ipsos_July_28_-_July_2_2019.pdf",2019-06-28,2019-07-02,"1","Biden","","+7.0","#009900",24.0,17, 0,11.0,NA, 4, 1.0,11, 3, 3.0, 1,NA, 0.0,NA, 0, 1.0, 0, 1, 0.0, 0, 1, 0.0, 1, 0, 0.0, 0,NA, 0.0,NA,NA,NA,NA,154, 66,"yes","no","Online","no", 0.3, 0.5,"B-","D +0.2","71%","23%",4.5,4.8,-0.1, 0.3, 0.2, 0.5, 60,"D +0.3","D +0.2","D +0.8",3.5,0.16
"231","YouGov","Economist/YouGov","122590","poll","6/30 - 7/2","","591 RV","","",Biden,,+4.0,#009900,2019-07-03 09:33:40,"https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/4ggh3e3308/econTabReport.pdf",2019-06-30,2019-07-02,"1","Biden","","+4.0","#009900",23.0, 9, 1,19.0,NA, 8, 0.0,15, 2, 1.0, 2,NA, 1.0,NA, 0, 1.0, 0, 1,NA, 0, 0, 0.0, 1, 1, 0.0, 0, 0, 0.0,NA,NA,NA,NA,391,395,"no","no","Online","no",-0.1, 0.4,"B-","D +0.4","89%","30%",5.0,5.1, 0.0,-0.1,-0.1, 0.4,347,"D +0.4","D +0.4","D +0.3",4.6,0.00
"4","ABC News/Washington Post","ABC News/Wash Post","122589","poll","6/28 - 7/1","","460 RV","","",Biden,,+11.0,#009900,2019-07-02 22:30:26,"https://www.langerresearch.com/wp-content/uploads/1206a12020Democrats.pdf",2019-06-28,2019-07-01,"1","Biden","","+11.0","#009900",30.0,19, 1,12.0,NA, 4, 2.0,13, 2, 0.0, 1,NA, 1.0,NA, 0, 3.0, 1, 0,NA,NA, 0, 0.0, 0, 1, 1.0, 0, 0,NA,NA,NA,NA,NA,  3, 63,"yes","yes","Live","no",-1.5,-1.3,"A+","D +0.6","79%","5%",2.8,4.6,-1.7,-1.5,-1.1,-1.3, 58,"D +0.9","D +0.6","D +1.5",3.8,0.02
"182","Quinnipiac University","Quinnipiac","122571","poll","6/28 - 7/1","","554 RV","5.0","",Biden,,+2.0,#009900,2019-07-02 14:15:47,"https://poll.qu.edu/national/release-detail?ReleaseID=2631",2019-06-28,2019-07-01,"1","Biden","","+2.0","#009900",22.0,13, 1,14.0,NA, 4, 1.0,20, 1, 1.0, 3,NA, 0.0,NA, 0, 1.0, 0, 0,NA, 0, 0, 0.0, 0, 0, 0.0, 0, 0, 0.0,NA,NA,NA,NA,267,204,"yes","yes","Live","no",-0.1,-0.2,"B+","D +0.2","83%","25%",4.6,5.5,-0.7,-0.1,-0.1,-0.2,152,"D +0.2","D +0.2","D +0.5",5.2,0.00
"14","CNN/Opinion Research Corp.","CNN","122567","poll","6/28 - 6/30","","656 RV","4.7","",Biden,,+5.0,#009900,2019-07-01 16:56:41,"https://www.cnn.com/2019/07/01/politics/2020-democratic-candidates-poll/index.html",2019-06-28,2019-06-30,"1","Biden","","+5.0","#009900",22.0,14, 1,15.0,NA, 4, 2.0,17, 3, 1.0, 3,NA, 0.0,NA, 0, 1.0, 0, 0,NA, 0, 0, 1.0, 0, 0, 0.0, 0, 0,NA,NA,NA,NA,NA, 37, 98,"yes","yes","Live","no",-0.2,-0.1,"B+","D +0.1","72%","24%",5.4,6.0,-0.4,-0.2,-0.2,-0.1, 70,"D +0.1","D +0.1","D +0.2",4.6,0.20
"260",NA,"The Hill/HarrisX","122568","poll","6/29 - 6/30","","449 RV","","",Biden,,+18.0,#009900,2019-07-01 18:08:37,"https://thehill.com/hilltv/what-americas-thinking/451215-harris-surges-past-warren-to-claim-third-place-in-post-debate-poll",2019-06-29,2019-06-30,"1","Biden","","+18.0","#009900",33.0,15, 1, 9.0,NA, 6, 0.0,11, 4, 1.0, 2,NA, 1.0,NA, 0, 1.0, 0, 1,NA,NA, 0, 0.0, 1, 0, 0.0, 0, 0, 1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","Harris Insights & Analytics","Harvard-Harris","122591","poll","6/26 - 6/29","","845 RV","","",Biden,,+19.0,#009900,2019-07-03 09:49:41,"https://harvardharrispoll.com/wp-content/uploads/2019/07/HHP_June2019_RVs_Topline.pdf",2019-06-26,2019-06-29,"1","Biden","","+19.0","#009900",34.0,15, 2,11.0,NA, 3, 1.0, 9, 2, 1.0, 3,NA,NA,NA, 1, 1.0, 0,NA,NA, 0, 1,NA, 1, 0, 1.0, 0, 0, 0.0,NA,NA,NA,NA,133,169,"yes","no","Online","no", 0.8, 0.9,"C+","R +1.3","83%","49%",5.1,3.5, 1.8, 0.8, 0.6, 0.9,169,"R +1.5","R +1.3","D +0.7",4.0,0.00
"132","Morning Consult","Politico/Morning Consult","122563","poll","6/27 - 6/28","","2407 RV","2.0","",Biden,,+14.0,#009900,2019-06-30 10:31:39,"https://morningconsult.com/2020-democratic-primary/",2019-06-27,2019-06-28,"1","Biden","","+14.0","#009900",33.0,19, 1,12.0,NA, 6, 1.0,12, 2, 2.0, 3,NA, 0.0,NA, 1, 1.0, 0, 1,NA,NA, 1, 1.0, 1, 0, 0.0, 1, 0,NA,NA,NA,NA,NA,218, 12,"no","no","Online","no", 0.2, 1.0,"B/C°","D +0.2","75%","25%",3.0,3.5,-0.4, 0.2, 0.1, 1.0, 12,"D +0.6","D +0.2","R +0.6",3.6,0.00
"238","YouGov","Economist/YouGov","122492","poll","6/22 - 6/25","","474 RV","","",Biden,,+6.0,#009900,2019-06-26 09:14:57,"https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/obzwo5cjei/econTabReport.pdf",2019-06-22,2019-06-25,"1","Biden","","+6.0","#009900",25.0,15, 3,19.0,NA, 6, 0.0, 7, 3, 1.0, 1,NA, 1.0,NA, 0, 1.0, 0, 1,NA, 0, 0, 1.0, 1, 0, 0.0, 1, 0, 0.0,NA,NA,NA,NA,391,395,"no","no","Online","no",-0.1, 0.4,"B-","D +0.4","89%","30%",5.0,5.1, 0.0,-0.1,-0.1, 0.4,347,"D +0.4","D +0.4","D +0.3",4.6,0.00
"30","Emerson College","Emerson","122481","poll","6/21 - 6/24","","457 RV","4.5","",Biden,,+7.0,#009900,2019-06-25 07:24:27,"https://emersonpolling.reportablenews.com/pr/june-national-poll-all-eyes-on-the-democratic-debates-biden-sanders-and-warren-separate-from-the-field",2019-06-21,2019-06-24,"1","Biden","","+7.0","#009900",34.0,27, 0,14.0,NA, 6, 1.0, 7, 1, 1.0, 3,NA, 0.0,NA, 0, 0.0, 0, 0,NA, 0, 0, 0.0, 1, 1, 0.0, 0, 0, 1.0,NA,NA,NA,NA, 88,142,"yes","no","IVR/Online","no",-1.1,-0.5,"A-","R +0.0","81%","18%",5.0,6.1,-0.9,-1.1,-1.0,-0.5,113,"R +0.0","R +0.0","R +1.4",4.8,0.23
"147","Morning Consult","Politico/Morning Consult","122480","poll","6/17 - 6/23","","16188 RV","","",Biden,,+19.0,#009900,2019-06-24 23:48:02,"https://morningconsult.com/2020-democratic-primary/",2019-06-17,2019-06-23,"1","Biden","","+19.0","#009900",38.0,19, 1,13.0,NA, 7, 1.0, 6, 4, 2.0, 3,NA, 1.0,NA, 1, 1.0, 0, 1,NA,NA, 1, 1.0, 1, 1, 1.0,NA, 0,NA,NA,NA,NA,NA,218, 12,"no","no","Online","no", 0.2, 1.0,"B/C°","D +0.2","75%","25%",3.0,3.5,-0.4, 0.2, 0.1, 1.0, 12,"D +0.6","D +0.2","R +0.6",3.6,0.00
"220","YouGov","Economist/YouGov","122422","poll","6/16 - 6/18","","576 RV","","",Biden,,+10.0,#009900,2019-06-20 00:17:35,"https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/f0cbavpadc/econTabReport.pdf",2019-06-16,2019-06-18,"1","Biden","","+10.0","#009900",26.0,12, 1,16.0,NA, 9, 1.0, 7, 3, 1.0, 2,NA, 1.0,NA, 1, 1.0, 0, 1,NA, 0, 0, 1.0, 0, 1, 0.0, 0, 0, 0.0,NA,NA,NA,NA,391,395,"no","no","Online","no",-0.1, 0.4,"B-","D +0.4","89%","30%",5.0,5.1, 0.0,-0.1,-0.1, 0.4,347,"D +0.4","D +0.4","D +0.3",4.6,0.00
"89","Monmouth University","Monmouth","122421","poll","6/12 - 6/17","","306 RV","","",Biden,,+17.0,#009900,2019-06-19 14:03:34,"https://www.monmouth.edu/polling-institute/reports/monmouthpoll_us_061919/",2019-06-12,2019-06-17,"1","Biden","","+17.0","#009900",32.0,14, 1,15.0,NA, 5, 1.0, 8, 3, 2.0, 2,NA, 0.0,NA, 0, 0.0, 1, 0,NA, 0, 0, 1.0, 0, 1, 0.0, 0, 0, 0.0,NA,NA,NA,NA,215,100,"yes","yes","Live","no",-1.9,-1.5,"A+","D +1.3","80%","21%",5.2,6.5,-1.1,-1.9,-1.6,-1.5, 70,"D +1.8","D +1.3","R +0.5",5.1,0.20
"125","Morning Consult","Politico/Morning Consult","122370","poll","6/10 - 6/16","","17226 RV","","",Biden,,+19.0,#009900,2019-06-18 00:07:29,"https://morningconsult.com/2020-democratic-primary/",2019-06-10,2019-06-16,"1","Biden","","+19.0","#009900",38.0,19, 1,11.0,NA, 7, 1.0, 7, 4, 1.0, 3,NA, 1.0,NA, 1, 1.0, 1, 0,NA,NA, 1, 0.0, 1, 0, 1.0, 0, 0,NA,NA,NA,NA,NA,218, 12,"no","no","Online","no", 0.2, 1.0,"B/C°","D +0.2","75%","25%",3.0,3.5,-0.4, 0.2, 0.1, 1.0, 12,"D +0.6","D +0.2","R +0.6",3.6,0.00
"187","Suffolk University","USA Today/Suffolk","122382","poll","6/11 - 6/15","","385 RV","","",Biden,,+15.0,#009900,2019-06-19 08:08:13,"https://www.usatoday.com/story/news/politics/elections/2019/06/19/poll-focus-debate-issues-immigration-education-not-trump/1485414001/",2019-06-11,2019-06-15,"1","Biden","","+15.0","#009900",30.0,15, 0,10.0,NA, 9, 0.0, 8, 2, 1.0, 2,NA, 0.0,NA, 0, 1.0, 0, 1,NA, 0, 1, 0.0, 0, 0, 1.0, 0, 0, 0.0,NA,NA,NA,NA,323, 79,"no","yes","Live","no",-0.8,-0.4,"A-","D +0.5","80%","24%",4.9,6.5,-1.5,-0.8,-0.6,-0.4, 49,"D +0.8","D +0.5","D +1.8",5.8,0.00
"269",NA,"The Hill/HarrisX","122365","poll","6/14 - 6/15","","424 RV","","",Biden,,+22.0,#009900,2019-06-17 14:25:54,"https://thehill.com/hilltv/what-americas-thinking/448910-poll-biden-leads-Sanders-by-22-points",2019-06-14,2019-06-15,"1","Biden","","+22.0","#009900",35.0,13, 0, 7.0,NA, 4, 1.0, 5, 6, 0.0, 3,NA, 1.0,NA, 1, 2.0, 0, 1,NA, 1, 1, 0.0, 0, 0, 0.0, 0, 1, 0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","Fox News/Beacon Research/Shaw & Co. Research","FOX News","122349","poll","6/9 - 6/12","","449 LV","","",Biden,,+19.0,#009900,2019-06-16 11:37:32,"https://www.foxnews.com/politics/fox-news-poll-6-16",2019-06-09,2019-06-12,"1","Biden","","+19.0","#009900",32.0,13, 1, 9.0,NA, 8, 2.0, 8, 4, 2.0, 3,NA, 0.0,NA, 1, 1.0, 0, 0,NA, 0, 1, 0.0, 1, 0, 0.0, 0, 0, 0.0,NA,NA,NA,NA,103, 40,"yes","yes","Live","no",-0.5,-0.5,"A-","D +1.5","71%","38%",5.6,5.7, 0.1,-0.5,-0.3,-0.5, 25,"D +2.7","D +1.5","D +1.0",4.9,0.00
"235","YouGov","Economist/YouGov","122281","poll","6/9 - 6/11","","454 RV","","",Biden,,+11.0,#009900,2019-06-12 09:31:36,"https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/b0wzlf9avh/econTabReport.pdf",2019-06-09,2019-06-11,"1","Biden","","+11.0","#009900",27.0,12, 0,16.0,NA, 8, 0.0, 7, 3, 1.0, 2,NA, 1.0,NA, 0, 1.0, 0, 0,NA, 0, 0, 1.0, 1, 1, 0.0, 0, 1, 0.0,NA,NA,NA,NA,391,395,"no","no","Online","no",-0.1, 0.4,"B-","D +0.4","89%","30%",5.0,5.1, 0.0,-0.1,-0.1, 0.4,347,"D +0.4","D +0.4","D +0.3",4.6,0.00
"175","Quinnipiac University","Quinnipiac","122256","poll","6/6 - 6/10","","503 RV","5.4","",Biden,,+11.0,#009900,2019-06-11 14:07:38,"https://poll.qu.edu/national/release-detail?ReleaseID=2627",2019-06-06,2019-06-10,"1","Biden","","+11.0","#009900",30.0,19, 0,15.0,NA, 8, 1.0, 7, 3, 1.0, 1,NA, 0.0,NA, 0, 0.0, 0, 0,NA, 0, 1, 0.0, 0, 0, 0.0, 0, 0, 0.0,NA,NA,NA,NA,267,204,"yes","yes","Live","no",-0.1,-0.2,"B+","D +0.2","83%","25%",4.6,5.5,-0.7,-0.1,-0.1,-0.2,152,"D +0.2","D +0.2","D +0.5",5.2,0.00
"127","Morning Consult","Politico/Morning Consult","122252","poll","6/3 - 6/9","","17012 RV","","",Biden,,+18.0,#009900,2019-06-10 22:49:55,"https://morningconsult.com/wp-content/uploads/2019/06/Political-Intelligence-6.10.19.pdf",2019-06-03,2019-06-09,"1","Biden","","+18.0","#009900",37.0,19, 1,11.0,NA, 7, 2.0, 7, 4, 1.0, 3,NA, 1.0,NA, 1, 1.0, 0, 1,NA,NA, 1, 0.0, 1, 1, 1.0, 0, 0,NA,NA,NA,NA,NA,218, 12,"no","no","Online","no", 0.2, 1.0,"B/C°","D +0.2","75%","25%",3.0,3.5,-0.4, 0.2, 0.1, 1.0, 12,"D +0.6","D +0.2","R +0.6",3.6,0.00
"223","YouGov","Economist/YouGov","122236","poll","6/2 - 6/4","","500 RV","","",Biden,,+12.0,#009900,2019-06-05 23:39:40,"https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/c4ndc02jx7/econTabReport.pdf",2019-06-02,2019-06-04,"1","Biden","","+12.0","#009900",27.0,15, 1,12.0,NA,10, 1.0, 9, 2, 1.0, 2,NA, 0.0,NA, 1, 0.0, 0, 1,NA, 0, 0, 2.0, 0, 0, 1.0, 0, 0, 0.0,NA,NA,NA,NA,391,395,"no","no","Online","no",-0.1, 0.4,"B-","D +0.4","89%","30%",5.0,5.1, 0.0,-0.1,-0.1, 0.4,347,"D +0.4","D +0.4","D +0.3",4.6,0.00
"134","Morning Consult","Politico/Morning Consult","122154","poll","5/27 - 6/2","","16587 RV","","",Biden,,+19.0,#009900,2019-06-08 11:12:38,"https://morningconsult.com/2020-democratic-primary/",2019-05-27,2019-06-02,"1","Biden","","+19.0","#009900",38.0,19, 1,10.0,NA, 7, 1.0, 7, 4, 1.0, 3,NA, 1.0,NA, 1, 1.0, 1, 1,NA,NA, 1, 1.0, 1, 1, 1.0, 0, 0,NA,NA,NA,NA,NA,218, 12,"no","no","Online","no", 0.2, 1.0,"B/C°","D +0.2","75%","25%",3.0,3.5,-0.4, 0.2, 0.1, 1.0, 12,"D +0.6","D +0.2","R +0.6",3.6,0.00
"254",NA,"The Hill/HarrisX","122145","poll","6/1 - 6/2","","431 RV","3.1","",Biden,,+19.0,#009900,2019-06-03 13:43:43,"https://thehill.com/hilltv/what-americas-thinking/446652-biden-remains-well-in-front-of-democratic-pack-with-35-percent",2019-06-01,2019-06-02,"1","Biden","","+19.0","#009900",35.0,16, 0, 5.0,NA, 8, 1.0, 4, 4, 0.0, 3,NA, 1.0,NA, 0, 0.0, 1, 0,NA, 0, 0,NA, 0, 0, 1.0, 0, 0, 0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","CNN/Opinion Research Corp.","CNN","122161","poll","5/28 - 5/31","","412 RV","","",Biden,,+14.0,#009900,2019-06-04 08:52:31,"https://cdn.cnn.com/cnn/2019/images/06/03/rel7b.-.democrats.2020.pdf",2019-05-28,2019-05-31,"1","Biden","","+14.0","#009900",32.0,18, 1, 7.0,NA, 5, 2.0, 8, 5, 1.0, 3,NA, 1.0,NA, 0, 2.0, 0, 0,NA, 0, 1, 0.0, 1, 1, 0.0, 0, 0,NA,NA,NA,NA,NA, 37, 98,"yes","yes","Live","no",-0.2,-0.1,"B+","D +0.1","72%","24%",5.4,6.0,-0.4,-0.2,-0.2,-0.1, 70,"D +0.1","D +0.1","D +0.2",4.6,0.20
"56","Harris Insights & Analytics","Harvard-Harris","122127","poll","5/29 - 5/30","","1295 RV","","",Biden,,+19.0,#009900,2019-06-01 00:41:44,"https://harvardharrispoll.com/wp-content/uploads/2019/05/HHP_May2019_RegisteredVoters_Topline.pdf",2019-05-29,2019-05-30,"1","Biden","","+19.0","#009900",36.0,17, 0, 5.0, 1, 5, 0.0, 8, 4, 1.0, 3,NA,NA,NA, 1, 1.0, 0,NA,NA, 0, 1,NA, 0, 1, 1.0, 0, 0, 1.0,NA,NA,NA,NA,133,169,"yes","no","Online","no", 0.8, 0.9,"C+","R +1.3","83%","49%",5.1,3.5, 1.8, 0.8, 0.6, 0.9,169,"R +1.5","R +1.3","D +0.7",4.0,0.00
"101","Morning Consult","Politico/Morning Consult","122070","poll","5/20 - 5/26","","16368 RV","","",Biden,,+18.0,#009900,2019-06-08 11:13:14,"https://morningconsult.com/2020-democratic-primary/",2019-05-20,2019-05-26,"1","Biden","","+18.0","#009900",38.0,20, 1, 9.0,NA, 7, 1.0, 7, 4, 1.0, 3,NA, 1.0,NA, 1, 1.0, 1, 1,NA,NA, 1, 0.0, 1, 0, 1.0, 0, 0,NA,NA,NA,NA,NA,218, 12,"no","no","Online","no", 0.2, 1.0,"B/C°","D +0.2","75%","25%",3.0,3.5,-0.4, 0.2, 0.1, 1.0, 12,"D +0.6","D +0.2","R +0.6",3.6,0.00
"95","Monmouth University","Monmouth","122062","poll","5/16 - 5/20","","334 RV","5.4","",Biden,,+18.0,#009900,2019-05-23 10:46:09,"https://www.monmouth.edu/polling-institute/reports/monmouthpoll_US_052319/",2019-05-16,2019-05-20,"1","Biden","","+18.0","#009900",33.0,15, 1,10.0,NA, 6, 3.0,11, 4, 1.0, 1,NA, 0.0,NA, 0, 1.0, 1, 0,NA, 0, 0, 1.0, 0, 0, 0.0, 0, 0, 0.0,NA,NA,NA,NA,215,100,"yes","yes","Live","no",-1.9,-1.5,"A+","D +1.3","80%","21%",5.2,6.5,-1.1,-1.9,-1.6,-1.5, 70,"D +1.8","D +1.3","R +0.5",5.1,0.20
"113","Morning Consult","Politico/Morning Consult","121952","poll","5/13 - 5/20","","14830 RV","1.0","",Biden,,+20.0,#009900,2019-06-08 11:13:44,"https://morningconsult.com/wp-content/uploads/2019/05/8394672.pdf",2019-05-13,2019-05-20,"1","Biden","","+20.0","#009900",39.0,19, 1, 9.0,NA, 6, 1.0, 8, 4, 1.0, 3,NA, 1.0,NA, 1, 1.0, 0, 1,NA,NA, 1, 1.0, 1, 0, 1.0, 0, 0,NA,NA,NA,NA,NA,218, 12,"no","no","Online","no", 0.2, 1.0,"B/C°","D +0.2","75%","25%",3.0,3.5,-0.4, 0.2, 0.1, 1.0, 12,"D +0.6","D +0.2","R +0.6",3.6,0.00
"186","Quinnipiac University","Quinnipiac","121954","poll","5/16 - 5/20","","454 RV","","",Biden,,+19.0,#009900,2019-05-21 13:53:40,"https://poll.qu.edu/images/polling/us/us05212019_uhlw22.pdf/",2019-05-16,2019-05-20,"1","Biden","","+19.0","#009900",35.0,16, 1,13.0,NA, 5, 2.0, 8, 2, 1.0, 3,NA, 0.0,NA, 0, 1.0, 0, 0,NA, 0, 0, 0.0, 0, 0, 0.0, 0, 0,NA,NA,NA,NA,NA,267,204,"yes","yes","Live","no",-0.1,-0.2,"B+","D +0.2","83%","25%",4.6,5.5,-0.7,-0.1,-0.1,-0.2,152,"D +0.2","D +0.2","D +0.5",5.2,0.00
"270",NA,"The Hill/HarrisX","122052","poll","5/17 - 5/18","","488 RV","","",Biden,,+19.0,#009900,2019-05-23 10:45:36,"https://thehill.com/hilltv/what-americas-thinking/445053-biden-retains-large-lead-over-sanders-other-2020-dems-in-new",2019-05-17,2019-05-18,"1","Biden","","+19.0","#009900",33.0,14, 0, 8.0,NA, 6, 1.0, 6, 5, 1.0, 1,NA, 0.0,NA, 0, 1.0, 0, 0,NA, 0, 1, 0.0, 1, 0, 0.0, 1, 0, 0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","Fox News/Beacon Research/Shaw & Co. Research","FOX News","121928","poll","5/11 - 5/14","","469 RV","4.5","",Biden,,+18.0,#009900,2019-05-16 18:20:18,"https://www.foxnews.com/politics/fox-news-poll-biden-up-by-double-digits-in-democratic-race",2019-05-11,2019-05-14,"1","Biden","","+18.0","#009900",35.0,17, 1, 9.0,NA, 6, 2.0, 5, 4, 1.0, 3,NA, 0.0,NA, 1, 2.0, 1, 0,NA,NA, 1,NA, 0, 1, 0.0,NA,NA,NA,NA,NA,NA,NA,103, 40,"yes","yes","Live","no",-0.5,-0.5,"A-","D +1.5","71%","38%",5.6,5.7, 0.1,-0.5,-0.3,-0.5, 25,"D +2.7","D +1.5","D +1.0",4.9,0.00
"20","Emerson College","Emerson","121870","poll","5/10 - 5/13",""," ","","",Biden,,+8.0,#009900,2019-05-13 21:32:39,"https://emersonpolling.reportablenews.com/pr/may-national-poll-biden-back-in-the-lead-for-the-democratic-nomination",2019-05-10,2019-05-13,"1","Biden","","+8.0","#009900",33.0,25, 1,10.0,NA, 8, 1.0,10, 3, 1.0, 1,NA, 1.0,NA, 0, 2.0, 0,NA,NA, 0, 0,NA, 2, 0, 0.0, 1, 0, 1.0,NA,NA,NA,NA, 88,142,"yes","no","IVR/Online","no",-1.1,-0.5,"A-","R +0.0","81%","18%",5.0,6.1,-0.9,-1.1,-1.0,-0.5,113,"R +0.0","R +0.0","R +1.4",4.8,0.23
"117","Morning Consult","Politico/Morning Consult","121879","poll","5/6 - 5/12",""," ","","",Biden,,+20.0,#009900,2019-06-08 11:14:13,"https://morningconsult.com/wp-content/uploads/2019/05/Political-Intelligence-5.13.19.pdf",2019-05-06,2019-05-12,"1","Biden","","+20.0","#009900",39.0,19, 1, 8.0,NA, 6, 2.0, 8, 5, 1.0, 3,NA, 1.0,NA, 0, 1.0,NA, 0,NA,NA, 1, 0.0, 1, 1, 1.0, 0, 0,NA,NA,NA,NA,NA,218, 12,"no","no","Online","no", 0.2, 1.0,"B/C°","D +0.2","75%","25%",3.0,3.5,-0.4, 0.2, 0.1, 1.0, 12,"D +0.6","D +0.2","R +0.6",3.6,0.00
"154","Morning Consult","Politico/Morning Consult","121791","poll","4/29 - 5/5","","15770 RV","","",Biden,,+21.0,#009900,2019-06-08 11:14:47,"https://morningconsult.com/2020-democratic-primary/",2019-04-29,2019-05-05,"1","Biden","","+21.0","#009900",40.0,19, 1, 8.0,NA, 6, 2.0, 7, 5, 1.0, 3,NA,NA,NA, 1, 1.0,NA, 1,NA,NA, 1,NA, 1, 0, 1.0, 0,NA,NA,NA,NA,NA,NA,218, 12,"no","no","Online","no", 0.2, 1.0,"B/C°","D +0.2","75%","25%",3.0,3.5,-0.4, 0.2, 0.1, 1.0, 12,"D +0.6","D +0.2","R +0.6",3.6,0.00
"243",NA,"The Hill/HarrisX","121790","poll","5/3 - 5/4","","440 RV","","",Biden,,+32.0,#009900,2019-05-06 15:01:12,"https://thehill.com/hilltv/what-americas-thinking/442310-joe-biden",2019-05-03,2019-05-04,"1","Biden","","+32.0","#009900",46.0,14, 1, 7.0,NA, 8, 0.0, 6, 3, 1.0, 3,NA, 1.0,NA, 1, 1.0, 1,NA,NA, 0, 1,NA, 1, 1, 0.0, 0, 1, 0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
